Geneid,phage__lbmm_t15__2,phage__lbmm_phage_t05__2,phage__lbmm_phage_t10__1,phage__lbmm_phage_t15__1,phage__lbmm_t10__1,phage__lbmm_t05__2,phage__lbmm_phage_t00__1,phage__lbmm_t05__1,phage__lbmm_t00__1,phage__lbmm_t10__2,phage__lbmm_phage_t15__2,phage__lbmm_phage_t00__2,phage__lbmm_phage_t05__1,phage__lbmm_t15__1,phage__lbmm_phage_t10__2,phage__lbmm_t00__2
b2327,192,273,332,404,175,174,115,100,126,124,556,255,183,198,263,118
b2328,411,459,639,734,380,331,251,212,242,218,821,446,493,306,543,232
b2329,435,799,899,838,508,380,246,310,236,270,1077,925,732,438,796,292
b2330,714,1167,1471,1193,762,639,408,555,439,502,1668,1102,1052,671,1086,523
b2331,386,841,980,989,548,580,269,349,268,417,946,901,672,489,763,446
b2332,129,208,492,397,198,122,99,156,81,159,266,431,256,169,292,203
b2333,3,4,13,5,4,1,2,5,0,1,2,11,9,6,5,4
b2334,1,0,17,1,3,8,2,6,0,1,3,6,1,1,0,4
b2335,4,6,14,3,3,5,3,12,1,3,2,3,12,6,11,8
b2336,6,19,13,29,4,7,3,33,3,3,10,12,11,7,10,3
b4661,23,85,129,108,58,69,23,88,29,32,95,141,80,40,113,82
b2339,5,4,7,10,7,11,4,2,2,3,8,22,13,6,6,6
b2340,207,288,514,700,251,155,180,129,199,63,415,350,312,264,193,179
b2341,402,260,1860,1714,1014,152,229,680,182,295,773,879,1311,865,602,483
b2342,122,89,728,522,408,68,123,225,78,122,256,257,429,306,289,139
b2343,63,214,331,312,139,116,17,48,14,85,140,188,76,119,210,114
b2344,1610,1419,1661,2408,932,734,1452,680,1524,457,3519,1097,1273,1262,1099,503
b2345,213,285,218,216,124,135,41,93,57,102,455,314,117,123,323,110
b2346,358,434,701,649,490,290,400,330,401,220,837,627,533,384,372,319
b2347,17,31,34,53,18,10,9,30,9,10,36,41,30,21,18,38
b2349,292,674,826,647,541,441,421,903,370,235,684,1207,1409,405,364,587
b2350,404,515,398,456,225,270,235,181,299,158,1026,829,336,263,436,241
b2351,13312,25539,12706,15102,5046,8164,5319,3632,5085,7076,45638,13794,10999,5827,18952,3631
b2352,7079,8681,3748,4718,2132,4427,2086,1623,2544,4274,16130,3616,3129,2628,7806,1584
b2354,22,25,55,48,30,26,12,29,17,12,20,68,55,14,33,35
b2355,4,6,13,2,6,2,2,11,0,1,29,8,7,2,2,12
b2356,3,8,2,23,15,7,9,32,1,14,63,15,5,11,7,17
b2357,5,20,2,16,13,9,7,19,0,3,47,8,2,11,11,15
b2358,0,6,4,3,0,4,2,7,1,0,3,0,3,1,1,2
b2359,0,9,7,4,3,5,3,8,1,2,10,7,5,11,4,5
b2360,16,33,20,32,19,14,11,26,7,7,15,24,11,13,7,15
b2361,6,2,0,2,6,1,1,4,1,1,5,6,6,0,1,5
b2362,1,20,10,18,6,2,1,13,1,3,13,2,2,1,5,10
b2363,4,15,15,9,10,7,3,12,3,6,30,10,12,6,9,16
b4545,1,2,0,1,1,1,2,3,2,0,0,2,0,1,0,3
b4501,24,7,96,46,23,21,3,25,9,16,11,4,40,9,8,19
b2364,38,103,199,199,146,58,90,100,90,49,123,358,135,93,78,223
b2365,80,52,217,271,165,50,101,101,68,144,160,2037,157,168,179,1109
b2366,643,2710,916,914,612,1395,119,290,90,719,1313,5366,572,517,1252,2431
b2367,26,65,48,67,27,33,27,51,16,12,76,17,24,18,29,39
b2368,23,40,38,52,18,30,11,50,8,15,106,27,24,18,35,31
b2369,395,919,1424,956,683,528,182,562,167,535,832,1259,1194,486,977,604
b2370,1132,2141,1730,1399,694,1031,327,556,251,1339,3439,2253,1370,712,2935,719
b2371,11,11,25,28,19,11,15,17,13,12,30,29,10,9,9,21
b2372,5,14,9,22,7,10,5,10,1,5,26,11,4,11,15,18
b2373,32,62,54,68,34,22,18,46,5,22,97,36,19,33,29,33
b2374,17,20,21,26,29,12,4,26,5,8,49,31,21,21,25,24
b2375,46,73,75,73,51,37,34,67,22,31,111,101,43,40,30,51
b2376,2,12,8,12,8,5,4,16,1,0,7,14,6,3,8,9
b2377,65,292,275,243,159,131,32,104,36,109,216,257,206,95,205,129
b2378,573,1057,776,1111,417,596,191,225,157,429,1268,1329,529,515,949,542
b4680,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0
b2379,86,157,493,257,318,107,48,199,72,108,187,394,428,191,214,192
b2380,365,671,570,555,331,398,187,207,123,305,748,853,414,329,647,380
b2381,211,313,367,320,208,144,80,118,73,184,404,339,238,165,330,139
b2382,41,62,84,70,31,50,22,29,10,46,110,77,36,31,124,36
b2383,27,33,70,57,46,18,12,29,13,13,35,52,26,46,29,19
b2384,2,3,22,21,11,1,6,6,3,2,15,5,16,6,4,7
b2385,7,10,12,16,12,4,6,9,9,1,20,11,18,13,11,5
b2386,4,4,6,8,3,0,1,1,2,3,2,2,8,2,4,4
b2387,0,1,3,2,3,1,0,3,0,1,0,3,3,2,0,3
b2388,678,841,4357,2881,2386,521,499,1067,513,1226,1443,3366,2067,1639,2148,1523
b2389,8,41,68,43,38,14,11,48,11,20,21,88,26,25,38,46
b2390,7,3,21,30,20,8,2,16,2,6,14,21,20,13,18,11
b2392,118,138,203,182,136,67,120,191,98,47,247,236,265,92,82,161
b2393,1643,753,4213,5171,2202,516,2558,1796,2824,772,3494,2928,3024,2688,1995,1300
b2394,566,259,1059,1335,683,183,847,497,808,246,1143,994,899,810,530,517
b2395,437,479,365,578,208,302,241,169,319,163,788,541,271,282,368,269
b2398,426,438,1738,1792,1019,177,385,330,297,961,937,835,702,1038,2065,546
b2399,174,165,766,785,395,65,173,106,137,394,429,521,329,349,793,322
b2400,4960,6441,4627,5009,2626,3475,3651,2029,3605,2698,11413,3765,3783,2534,5707,1744
b2405,90,171,320,214,165,147,86,120,66,108,230,334,190,124,188,195
b2406,11,16,23,18,26,22,11,19,7,9,11,24,25,17,9,21
b2407,13,7,41,24,22,9,15,38,9,8,24,29,13,7,18,18
b2408,19,16,31,26,5,9,13,9,17,5,15,38,20,19,26,18
b2409,58,77,124,121,93,62,80,70,68,59,120,173,99,89,107,126
b2410,88,226,188,217,122,106,77,73,53,99,177,164,123,125,176,113
b4546,30,24,16,32,24,21,21,16,20,11,34,2,25,33,16,17
b2411,1988,2518,2919,3019,1767,1336,1646,1007,1617,898,3585,2067,2098,1728,1843,1013
b2412,1122,2325,3998,3452,2135,1475,1051,1572,1180,1255,2440,3952,2756,1760,2555,2022
b2413,45,51,64,76,42,40,24,18,30,40,114,69,30,25,65,33
b2414,1204,2297,6386,4062,3766,1348,622,1717,620,1784,2560,4148,3490,2406,2844,1990
b2415,1665,5215,12231,6613,4496,1499,3974,3546,3913,2652,8756,6905,9990,2679,9954,1731
b2416,13652,18582,59309,32299,30508,11527,29224,25807,28137,20947,28191,34485,53329,17699,36785,14521
b2417,2356,2449,7794,4918,4870,1810,3576,3380,3390,2625,3788,3865,5765,3366,4073,1982
b2418,259,474,578,511,389,238,117,161,100,271,538,609,280,332,437,295
b2419,79,411,335,409,107,121,20,58,32,20,276,208,172,139,77,73
b2420,138,343,308,342,187,211,47,104,63,73,195,239,186,228,176,139
b2421,722,862,1959,1431,1363,421,343,818,312,569,1192,1084,1505,830,777,547
b2422,77,67,217,162,110,36,32,52,25,52,177,170,109,83,74,54
b2423,5,12,18,30,10,5,7,5,3,6,18,12,12,9,4,10
b2424,31,25,89,77,38,23,7,38,9,21,51,77,46,24,34,29
b2425,14,38,61,45,18,15,4,14,13,15,23,41,47,22,30,20
b2426,6977,5602,23166,22418,13377,3352,4439,5568,3773,8562,12847,15570,11367,12699,13613,9223
b2427,30,22,574,264,316,24,77,253,75,45,67,320,500,130,117,131
b2428,212,210,1665,1258,1007,148,490,552,423,250,506,1086,939,861,429,540
b2429,47,62,502,421,238,32,100,111,103,51,216,428,299,185,145,164
b2430,71,48,341,321,183,20,103,149,70,24,144,345,267,167,58,113
b2431,2095,3563,5194,4201,2955,2159,818,818,776,3342,3691,4672,1785,2597,4961,2568
b2432,203,592,655,611,285,256,147,199,175,152,441,562,446,333,386,189
b2433,35,51,107,70,62,46,34,37,43,24,84,213,76,43,82,52
b2434,122,175,407,277,225,141,126,138,109,110,201,471,302,167,234,250
b2435,215,360,365,335,218,204,140,189,130,122,404,594,375,168,252,308
b2436,57,142,137,117,69,90,49,52,45,56,122,307,124,49,86,139
b2437,27,53,115,64,53,19,21,22,12,17,82,75,63,41,44,46
b2438,45,88,157,104,101,39,35,31,34,36,103,123,66,68,91,73
b2439,18,42,113,97,37,22,16,16,9,15,34,67,48,45,38,33
b2440,59,127,294,199,168,81,73,65,68,68,86,241,151,140,132,124
b2441,145,366,650,467,436,239,163,227,145,185,378,552,391,351,287,316
b2442,435,636,1123,881,646,312,258,451,241,352,981,772,1088,459,675,362
b2443,328,470,935,747,387,227,252,393,253,155,765,645,719,311,398,267
b2444,2,4,9,2,6,4,4,0,1,0,5,8,10,5,6,5
b2445,11,19,14,15,9,12,10,11,7,6,2,29,14,8,7,13
b2446,14,15,33,30,14,14,13,27,3,7,19,32,28,10,11,19
b2447,4,10,9,9,10,14,6,13,1,9,14,8,11,8,5,8
b2448,13,32,89,41,87,14,18,53,26,21,50,84,61,42,24,35
b2449,42,106,266,154,194,75,60,104,68,75,87,285,225,97,87,126
b2450,2697,2932,16068,11233,8875,1789,3378,4907,3279,2026,5906,6173,10806,5578,3336,2970
b2451,7,17,10,20,2,3,5,8,7,5,14,5,7,6,2,8
b2452,3,17,13,21,11,8,10,16,3,12,17,18,10,12,13,8
b2453,13,13,33,42,18,25,15,19,14,5,15,33,13,17,11,24
b2454,5,4,15,24,11,5,4,2,2,3,17,7,5,8,8,2
b2455,4,3,10,8,7,10,5,4,1,3,9,7,5,9,6,3
b2456,4,0,12,4,0,2,0,1,0,1,0,1,5,2,2,2
b2457,4,7,8,4,8,2,2,1,0,0,8,5,2,3,3,1
b2458,16,44,86,107,63,43,10,15,21,13,45,71,46,49,19,33
b2459,4,14,15,9,6,0,2,2,1,1,11,3,6,2,4,6
b2460,5,6,36,23,8,8,1,8,1,4,4,22,23,19,1,16
b2461,2,4,22,31,16,1,8,8,5,4,30,34,10,18,8,14
b2462,3,11,19,15,24,0,1,12,3,4,23,34,5,6,5,9
b2463,1890,3983,9274,7501,5633,2527,1165,3228,1084,1732,4487,9468,5590,4182,2795,4629
b2464,44,69,155,135,85,38,41,63,37,43,66,104,116,70,77,90
b2465,141,275,593,484,348,205,126,192,106,172,305,549,379,246,223,291
b2466,79,95,109,88,62,76,27,45,32,57,169,140,54,59,115,89
b2467,356,611,1032,693,606,359,141,350,126,518,695,725,634,418,737,347
b2468,159,380,1870,1048,978,326,46,140,45,736,249,1343,261,641,999,614
b2469,181,243,339,303,174,206,94,111,92,155,375,545,247,189,274,256
b2470,138,171,200,217,128,81,65,66,58,80,230,136,122,119,155,72
b4606,21,0,229,112,31,54,11,7,6,28,1,0,48,12,0,16
b2471,42,116,336,207,169,85,70,85,58,56,185,171,241,105,119,76
b2472,573,1166,1968,1453,1023,630,415,546,487,425,1404,1658,1398,822,973,686
b4547,41,63,89,34,33,22,15,23,18,17,64,98,36,36,48,32
b2473,216,401,565,470,313,187,159,166,150,250,435,485,329,278,359,247
b2474,403,444,572,517,400,296,203,244,174,245,741,637,453,330,435,343
b2475,552,893,1404,1120,755,451,351,485,322,364,1602,1282,1044,537,852,541
b2476,1025,315,247,233,139,126,128,98,170,165,2656,204,193,159,377,121
b2477,756,1005,1625,1512,987,663,351,537,376,584,1744,1651,968,751,1103,656
b2478,3530,5533,11586,9107,5771,3920,2233,3660,2520,3604,7350,9530,7648,4656,6244,4499
b2479,392,1011,2638,1643,1355,514,255,992,261,752,1038,2262,2220,811,1270,960
b2480,296,618,1377,894,560,282,236,415,220,289,840,869,1012,444,755,359
b2481,1,1,4,5,3,2,1,1,0,0,2,2,1,2,0,2
b2482,5,7,11,14,9,3,3,9,7,4,17,17,6,5,11,7
b2483,0,0,2,4,1,7,3,3,1,1,1,0,1,1,7,3
b2484,4,5,4,15,4,2,3,9,0,1,3,1,2,6,4,4
b2485,2,0,3,1,0,2,0,0,0,1,3,4,0,1,0,0
b2486,0,11,16,9,2,5,3,5,1,7,12,12,7,2,5,3
b2487,19,22,77,48,24,10,12,13,1,24,25,81,36,21,29,46
b2488,4,4,4,11,3,1,1,2,5,4,6,17,4,4,9,3
b2489,1,12,11,20,3,3,0,5,3,3,4,14,4,3,2,5
b2490,0,7,8,4,8,1,1,5,0,1,9,8,5,8,2,1
b2491,19,27,64,34,14,13,4,12,11,5,46,30,17,32,14,17
b2492,5,11,25,9,9,5,5,5,2,3,21,17,11,6,3,8
b2493,191,444,527,464,273,273,109,148,131,182,443,577,331,221,383,262
b2494,371,973,1733,1094,974,560,220,541,216,427,738,1438,1037,706,726,766
b2495,335,549,1126,856,661,388,207,271,145,344,537,630,537,540,515,368
b2496,796,1232,901,1103,566,830,467,315,421,497,1377,1297,696,565,992,772
b2497,185,123,53,118,43,67,124,43,175,44,387,83,49,69,122,37
b2498,1955,2149,1693,2187,949,1525,1623,499,1479,1241,3429,2115,853,1491,1838,1696
b2499,1189,101,85,96,42,51,70,29,64,52,3262,84,64,46,166,29
b2500,590,216,257,313,139,115,104,118,111,110,1820,191,190,119,200,90
b2501,331,784,1403,984,682,436,230,424,215,402,849,1437,814,515,863,584
b2502,589,754,1338,792,626,497,323,384,332,566,1296,1510,777,518,962,685
b2503,19,68,128,88,55,64,21,63,16,66,67,132,49,41,111,79
b2504,26,168,159,177,25,30,14,26,8,28,197,262,84,37,212,30
b2505,13,42,26,31,23,14,8,16,10,12,78,129,26,13,27,38
b2506,15,61,55,43,35,19,14,29,17,14,18,66,51,23,18,30
b2507,4694,4899,3756,3763,2196,2456,2888,1523,3024,2134,10851,2276,2959,1911,4778,1126
b2508,2984,1989,779,831,397,1068,965,319,949,715,5919,567,596,377,1546,336
b2509,495,868,459,531,269,997,206,264,218,206,935,2203,461,296,374,954
b2510,85,23,46,37,42,46,54,17,35,25,41,5,16,47,37,15
b2511,7595,9573,5835,10016,3362,4478,3945,1900,4207,2140,17750,4383,3981,4385,5130,1501
b2512,1811,2396,2304,3014,1363,1253,942,708,868,961,4090,1464,1306,1618,1916,651
b2513,2124,3279,3183,3461,1740,1351,1089,927,1044,1190,4799,1761,2217,1853,2301,816
b2514,4472,5184,5904,6215,3442,3461,2520,2002,2342,2332,9007,5387,4054,3330,4164,2076
b2515,3357,5159,6431,5831,3333,2778,1721,1771,1669,2306,8218,7075,3809,3139,5321,2794
b2516,1313,1673,2411,2266,1216,1079,641,655,622,880,2702,2461,1381,1275,1870,1239
b2517,1835,1563,937,1646,548,941,1108,444,1127,431,4008,1004,744,918,1002,465
b2518,663,321,765,1574,270,115,1046,301,1060,93,2578,259,731,600,394,84
b2519,178,166,155,195,93,138,43,35,35,62,324,99,59,124,95,62
b2520,1348,1937,3444,2664,1883,1203,616,918,568,1396,2528,3662,1946,1621,2375,1916
b2521,369,348,1615,1344,965,241,252,296,248,564,702,1042,548,773,814,665
b2522,1276,1776,2013,1831,1234,857,1250,728,1229,986,2715,2527,1444,1005,1576,1152
b2523,1019,1608,1841,1568,1167,875,924,569,834,756,2289,1925,1122,884,1525,910
b2524,180,185,427,418,155,126,175,104,168,101,294,145,353,130,149,115
b2525,471,691,527,559,387,315,395,240,435,239,1092,524,448,314,511,250
b2526,1768,2401,2265,2403,1422,1200,1735,1021,1682,953,3908,1854,1960,1271,1762,978
b2527,474,590,550,566,283,292,391,220,442,208,1092,494,541,285,547,226
b2528,699,1156,1376,1196,713,491,618,418,665,451,2004,1055,1066,648,1139,407
b2529,1815,3319,3781,3293,1902,1425,1832,1279,1684,1169,4826,2509,3026,1678,3033,1087
b2530,7854,14856,15373,15996,7425,6075,7587,5581,7609,5332,24059,12738,13711,6480,12528,4373
b2531,406,396,591,655,351,271,420,356,457,188,960,778,646,337,340,353
b2532,1556,1882,1851,1865,981,1422,920,490,955,1018,2813,2598,1095,991,1840,1393
b2533,2497,1374,559,1119,192,700,1013,130,1054,417,4190,488,294,550,835,356
b2534,21,17,7,27,8,18,6,8,2,4,43,9,8,10,11,14
b2535,86,40,306,178,164,25,146,99,91,314,196,1285,179,111,471,750
b2536,102,75,89,145,53,60,62,41,56,31,184,60,83,68,49,43
b2537,136,38,669,639,345,24,381,575,375,67,462,155,1035,303,126,96
b4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2538,9,24,97,56,53,33,16,48,12,15,33,96,64,32,41,36
b2539,3,16,30,21,12,13,10,15,5,8,19,66,18,7,27,18
b2540,1,2,5,4,5,3,4,0,0,4,3,2,13,5,4,5
b2541,6,28,28,20,15,7,12,13,5,10,15,34,19,5,13,7
b2542,15,48,102,64,45,20,12,24,15,22,50,55,59,24,36,31
b2543,22,44,72,57,56,20,8,26,17,20,37,64,35,25,34,30
b2544,23,54,80,65,43,42,14,23,12,22,77,57,52,39,28,42
b2545,44,95,116,82,63,41,34,42,18,34,51,100,68,52,60,61
b2546,12,4,11,5,17,3,5,3,7,4,1,17,6,11,12,10
b2547,32,79,78,67,32,32,22,32,17,25,67,83,42,20,27,42
b2548,12,30,49,39,29,31,25,25,17,9,24,59,20,17,27,41
b2549,18,32,74,50,40,16,23,27,14,21,42,67,48,19,22,30
b2550,52,116,230,123,110,86,51,108,30,64,73,221,173,88,112,111
b2551,3020,2120,5333,4093,3055,1272,1210,1563,1136,1735,6590,3272,2954,2284,3191,1764
b2552,133,321,539,398,405,175,195,218,175,153,268,678,397,221,243,432
b2553,400,539,888,719,448,298,270,279,258,302,959,579,525,464,691,288
b2554,430,576,568,667,396,320,212,239,221,278,801,490,514,347,432,188
b2555,97,127,195,136,91,83,69,76,56,66,212,305,110,58,116,108
b2556,132,294,536,425,262,185,115,150,126,153,278,589,368,203,291,335
b2557,4595,699,548,643,310,332,506,191,446,248,11487,330,414,306,772,203
b2558,171,136,114,172,73,93,161,47,127,38,343,507,84,71,101,232
b2559,389,269,302,403,199,207,376,69,341,141,664,632,187,202,242,239
b2560,59,155,216,212,97,74,26,52,37,69,169,309,127,83,159,96
b2561,180,173,302,247,167,84,50,90,56,96,302,322,157,167,218,143
b2562,336,197,243,302,98,114,137,37,182,68,840,830,97,164,218,296
b4687,3,0,1,0,2,1,0,1,1,3,0,1,0,3,0,7
b2563,119,205,443,275,185,103,52,104,68,114,286,279,187,118,269,135
b2564,785,1206,1859,1413,1091,611,391,488,376,649,1722,1385,1039,772,1468,642
b2565,379,484,274,462,224,296,208,127,201,213,699,146,147,244,444,114
b2566,1569,2134,1083,1613,586,1080,938,439,938,521,3402,1015,810,913,1059,336
b2567,1685,1791,1204,1758,625,1151,1028,447,1047,458,3871,2195,863,867,1197,785
b2568,2452,3220,2702,4266,1581,1562,1665,1057,1679,1111,4880,942,2034,2176,2681,478
b2569,4024,5947,4526,6607,2482,2622,3220,1894,3257,1710,9764,3075,3865,3010,4147,1094
b2570,440,1081,983,1094,404,553,196,201,198,227,1011,1276,436,508,551,371
b2571,626,1649,1580,1569,743,831,253,357,217,353,1157,1759,867,824,787,728
b2572,696,3438,3724,3700,1858,1632,314,831,289,441,1323,2095,1708,1708,933,989
b2573,1614,8315,9290,11061,3453,2982,840,1624,689,980,4049,5017,4365,3668,2091,1946
b4725,631,649,1346,1203,1296,1089,327,553,309,409,589,732,677,1395,642,695
b2574,12,41,62,60,35,26,20,24,14,21,35,61,32,32,23,44
b2575,244,166,224,278,109,150,148,96,162,84,410,254,189,142,143,171
b2576,4993,4900,3271,4749,1841,2804,3363,1199,3477,1547,9652,2645,2369,2364,2739,1074
b2577,205,402,654,545,380,167,191,264,202,210,589,543,654,254,347,307
b2578,6,7,24,11,13,9,3,14,6,5,6,13,11,10,3,7
b2579,11262,34569,35329,28420,19142,22293,429,4509,449,20945,22440,20351,8793,19414,36780,11389
b2580,531,1177,2344,1481,1347,752,381,771,368,890,1178,1637,1352,859,1370,850
b2581,2482,2916,3042,3058,2099,2004,1464,993,1313,1579,4698,2947,1966,1987,2432,1711
b2582,93,89,129,143,40,32,70,60,70,15,268,2464,90,48,40,1164
b2583,84,97,89,102,38,65,44,30,31,29,181,141,47,31,83,83
b2584,567,502,1972,1646,1053,267,397,339,342,1134,1247,5149,638,1060,1929,2324
b2585,1486,1349,2221,1953,1039,965,1110,719,1160,710,3234,3031,1402,1109,1501,1084
b2586,34,53,35,51,20,14,14,19,14,18,55,29,45,23,35,16
b2587,3389,3015,6683,6058,3773,1341,2030,3782,1877,1009,9184,2814,7620,3049,2065,1417
b2592,906,1613,6743,6781,4411,1005,2480,1864,2629,841,1715,5308,3365,3928,1400,2725
b2593,296,382,376,452,170,219,228,122,191,142,753,324,293,202,350,141
b2594,1531,1808,1725,2050,941,1053,1193,715,1272,816,3266,1615,1334,1120,1460,832
b2595,1119,2033,2984,2891,1318,949,639,866,676,877,3099,2154,2197,1255,2136,775
b2597,4140,10853,161647,90109,102003,5253,1336,25687,1319,41883,7036,75200,43082,74469,59026,44680
b2598,8,0,0,0,19,2,0,15,2,7,0,0,0,23,0,19
b2599,392,661,2797,1863,1571,360,454,817,415,362,900,819,1789,1000,628,408
b2600,138,234,266,299,169,129,141,194,135,96,300,197,223,166,104,124
b2601,208,409,628,482,308,192,210,291,205,167,506,577,467,239,281,263
b2602,7,4,12,17,7,10,5,8,7,2,18,9,22,9,7,7
b2603,195,421,354,424,139,238,61,68,73,154,446,324,205,183,356,149
b2604,208,418,323,289,115,238,61,95,80,160,466,399,118,134,346,162
b2605,228,664,365,348,170,229,55,89,42,321,769,353,206,177,593,131
b2606,11597,33893,25242,30195,9416,12390,16950,9309,16780,8845,36128,24886,23048,11895,28982,9935
b2607,81444,178241,113437,140222,61502,73987,100663,52789,102956,61857,214783,135924,113598,65590,153241,60131
b2608,21055,51207,30854,38440,13947,19430,23623,12077,24246,12972,63337,41983,26974,16303,41678,14798
b2609,5159,7128,5826,7432,3126,5319,5903,2868,6174,3015,9353,6593,4459,4414,6268,3549
b2610,3865,5381,5907,5780,3401,3376,2653,1903,2444,2677,8134,5544,3950,3207,4795,2794
b2611,193,284,366,323,192,190,166,122,137,106,376,488,228,165,286,206
b4461,761,834,1196,1066,619,587,433,422,430,444,1492,1137,786,557,830,523
b2614,804,1301,3546,3302,2160,985,1607,1367,1684,733,1504,2624,2158,2158,1218,1691
b2615,192,403,641,487,350,251,72,227,121,218,527,649,430,243,418,297
b2616,315,736,905,676,561,356,171,304,219,239,772,1009,579,412,573,468
b2617,223,243,740,747,289,248,142,206,132,134,266,338,444,343,248,236
b2618,226,447,501,481,219,228,243,181,235,126,710,733,416,190,441,285
b2619,502,847,899,741,506,450,458,389,480,277,1181,1105,708,464,655,515
b2620,764,1395,1754,1608,1096,953,424,565,450,834,1689,1549,1061,782,1422,822
b2622,194,698,2028,953,1027,440,164,778,181,454,512,1631,1497,508,857,686
b2623,687,1003,1612,1128,741,533,231,404,188,564,1629,1439,815,531,1020,599
b2624,4,11,14,7,5,7,2,6,1,1,10,1,0,3,6,11
b2625,45,88,45,77,47,44,27,56,21,28,160,132,46,46,59,80
b2626,6,48,23,34,20,8,7,14,12,10,37,25,16,12,16,12
b2627,293,398,535,507,270,204,130,128,124,341,496,657,259,291,651,260
b2628,280,866,1110,816,554,496,232,254,203,661,673,1796,455,432,1164,874
b2629,15,22,39,33,18,13,6,8,5,16,27,37,24,14,23,26
b2630,1243,1832,2758,2361,1350,1312,472,739,469,981,2696,2352,1375,1328,2033,1133
b2631,123,177,242,240,114,108,56,48,39,66,260,315,131,127,172,119
b2632,15,32,34,30,37,9,16,51,12,15,52,31,28,31,20,27
b2633,11,26,37,37,22,18,2,54,15,8,45,38,16,17,32,15
b2634,1,4,7,2,3,4,1,7,5,0,8,14,2,4,3,4
b2635,0,2,6,0,3,0,1,1,1,3,5,5,3,2,3,1
b2636,12,28,37,40,23,11,17,18,21,13,32,46,27,22,46,28
b2637,7,21,24,24,9,9,7,16,6,1,16,7,12,16,4,7
b2638,10,7,9,5,3,13,7,6,2,7,3,30,13,5,6,10
b2641,58,57,110,86,36,34,27,49,34,33,79,171,96,37,68,92
b2642,452,623,314,423,111,345,97,98,80,294,1299,1107,199,177,685,327
b4644,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0
b2643,0,1,0,0,0,1,0,1,0,0,0,0,2,6,4,0
b2644,0,2,2,3,5,0,1,8,0,1,5,10,4,3,8,1
b4548,0,3,6,8,1,0,0,0,0,0,0,5,5,0,0,1
b2645,0,1,0,1,2,2,0,1,0,1,0,0,0,1,1,1
b2646,7,9,9,12,6,3,3,8,8,3,13,16,7,10,17,6
b2647,187,450,559,445,380,280,166,325,133,200,504,824,506,227,330,515
b2648,2,8,7,3,1,2,1,2,1,1,7,2,1,1,0,1
b2649,17,25,10,25,13,12,3,25,8,1,18,9,18,9,11,17
b2650,3,19,11,8,4,4,5,3,0,1,21,8,13,4,5,4
b4462,30,84,31,57,36,29,25,90,3,27,112,63,26,32,44,74
b2659,9,12,17,14,23,15,8,19,3,6,45,10,18,17,5,17
b2660,6,16,29,23,20,6,6,22,4,0,28,25,22,15,9,21
b2661,46,70,114,127,74,51,18,66,20,53,110,61,75,70,51,59
b2662,43,87,136,116,105,53,33,48,24,43,67,74,57,77,73,57
b2663,5,10,9,16,10,7,2,11,6,2,15,8,6,3,1,3
b2664,54,94,187,127,122,57,34,69,32,58,69,197,131,66,103,105
b2665,143,287,546,357,352,159,102,187,103,133,261,396,327,212,235,233
b2666,8,3,26,24,11,12,12,34,8,8,0,6,20,8,4,19
b2667,12,22,39,9,19,8,8,9,6,5,14,22,21,11,6,13
b2668,50,134,192,227,94,57,33,72,44,57,119,138,149,72,132,58
b2669,72,126,148,100,47,99,413,66,524,59,104,350,146,44,88,146
b2670,45,124,294,204,197,87,17,93,20,58,68,330,181,114,158,183
b2671,11,35,52,29,25,10,11,19,14,8,34,34,36,14,15,26
b2672,7,17,28,20,11,13,3,11,5,7,6,13,14,18,11,14
b2673,0,0,19,5,10,0,4,11,2,0,2,3,18,1,0,0
b2674,0,3,46,11,17,1,6,24,8,0,0,4,51,3,3,6
b2675,11,18,190,49,147,12,63,82,47,5,19,53,217,38,11,33
b2676,13,16,153,48,73,12,26,38,29,5,3,27,66,30,26,17
b2677,102,229,737,309,376,168,271,740,236,136,322,388,1449,146,204,123
b2678,14,18,158,59,119,10,38,92,32,21,39,23,159,33,43,13
b2679,132,188,1259,657,621,109,129,237,133,128,244,160,550,314,244,81
b2681,8,12,22,13,8,6,6,8,3,3,28,34,14,5,10,4
b2682,257,238,370,317,161,205,150,100,130,145,434,403,208,144,361,211
b2683,114,104,110,101,69,68,40,39,41,43,187,226,68,32,103,73
b2684,1934,1926,1910,1789,986,1035,1184,842,1253,743,4951,2693,1572,854,1938,909
b2685,823,703,593,643,336,410,646,303,675,295,2071,606,513,357,650,218
b2686,188,207,174,200,101,124,158,70,140,71,512,74,123,111,195,55
b2687,921,1461,3248,2529,1645,734,641,693,711,859,2406,2166,1616,1332,1933,786
b2688,2418,4241,6799,5546,3816,2341,1769,2255,1681,2027,6093,4579,4447,3023,4156,1852
b2689,208,375,704,528,258,190,136,144,135,154,603,690,424,202,414,227
b2690,447,647,857,744,509,444,337,320,318,392,814,904,598,497,614,532
b2696,2103,1165,4647,3640,3552,1602,1363,1658,1170,1655,1631,1129,2182,3265,1390,1624
b2697,14571,21379,40407,34057,20367,10801,10095,11688,10514,10268,32479,17443,24683,16433,21082,7902
b2698,72,82,94,82,60,39,27,25,35,27,113,80,61,59,52,32
b2699,8048,16397,26493,20330,14130,9152,5272,7351,5716,8933,19460,19374,15642,10334,17822,7936
